Name,Toy,Fish,Type,Silver Equivalent,Gold Equivalent,Food condition,Date,Theme,Toy Size
Pumpkin / Shirochatora-san,Cardboard café,3,Silver,3,0.06,Ritzy bitz,28/07/2015,Original,Large
Fred / Chatora-san,Cardboard house,8,Silver,8,0.16,Ritzy bitz,28/07/2015,Original,Large
Sunny / Tobimike-san,Baseball,2,Silver,2,0.04,Ritzy bitz,28/07/2015,Original,Small
Kathmandu / Maromayu-san,Temari ball,3,Gold,150,3,Ritzy bitz,28/07/2015,Original,Small
Speckles / Kurobuchi-san,Cardboard café,4,Silver,4,0.08,Ritzy bitz,28/07/2015,Original,Large
Patches / Buchi-san,Giant cushion,10,Silver,10,0.2,Ritzy bitz,28/07/2015,Original,Small
Smokey / Kuroneko-san,Luxurious hammock,6,Silver,6,0.12,Ritzy bitz,28/07/2015,Original,Small
Gozer / Tobi-san,Baseball,3,Silver,3,0.06,Ritzy bitz,28/07/2015,Original,Small
Gabriel / Hachiware-san,Cardboard café,4,Silver,4,0.08,Ritzy bitz,28/07/2015,Original,Large
Shadow / Haiiro-san,Cardboard café,5,Silver,5,0.1,Ritzy bitz,28/07/2015,Original,Large
Xerxes IX / Prince-san,Zanzibar cushion,38,Silver,38,0.76,Ritzy bitz,28/07/2015,Original,Small
Pepper / Odd-san,Hot mat (small),8,Silver,8,0.16,Ritzy bitz,28/07/2015,Original,Small
Breezy / Shirokiji-san,Cardboard house,5,Silver,5,0.1,Ritzy bitz,28/07/2015,Original,Large
Cocoa / Chahachi-san,Cardboard house,1,Silver,1,0.02,Ritzy bitz,28/07/2015,Original,Large
Snowball / Shironeko-san,Temari ball,3,Silver,3,0.06,Ritzy bitz,28/07/2015,Original,Small
Callie / Mike-san,Giant cushion,3,Silver,3,0.06,Ritzy bitz,28/07/2015,Original,Small
Mack / Shirotora-san,Cardboard café,5,Silver,5,0.1,Ritzy bitz,29/07/2015,Original,Large
Gabriel / Hachiware-san,Hot mat (small),4,Silver,4,0.08,Ritzy bitz,29/07/2015,Original,Small
Misty / Sabatora-san,Zanzibar cushion,14,Silver,14,0.28,Ritzy bitz,29/07/2015,Original,Small
Bolt / Kijitora-san,Cardboard café,9,Silver,9,0.18,Ritzy bitz,29/07/2015,Original,Large
Lexy / Haishiro-san,Baseball,17,Silver,17,0.34,Ritzy bitz,29/07/2015,Original,Small
Patches / Buchi-san,Luxurious hammock,5,Silver,5,0.1,Ritzy bitz,29/07/2015,Original,Small
Snowball / Shironeko-san,Cardboard café,2,Silver,2,0.04,Ritzy bitz,29/07/2015,Original,Large
Speckles / Kurobuchi-san,Cardboard house,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Large
Marshmallow / Point-san,Hot mat (small),4,Silver,4,0.08,Ritzy bitz,29/07/2015,Original,Small
Smokey / Kuroneko-san,Giant cushion,4,Silver,4,0.08,Ritzy bitz,29/07/2015,Original,Small
Pickles / Shirosaba-san,Giant cushion,4,Silver,4,0.08,Ritzy bitz,29/07/2015,Original,Small
Lexy / Haishiro-san,Cardboard café,11,Silver,11,0.22,Ritzy bitz,29/07/2015,Original,Large
Sunny / Tobimike-san,Baseball,1,Silver,1,0.02,Ritzy bitz,29/07/2015,Original,Small
Breezy / Shirokiji-san,Cardboard house,1,Silver,1,0.02,Ritzy bitz,29/07/2015,Original,Large
Bandit / Sabigara-san,Cardboard house,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Large
Socks / Kutsushita-san,Cardboard café,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Large
Patches / Buchi-san,Luxurious hammock,10,Silver,10,0.2,Ritzy bitz,29/07/2015,Original,Small
Gabriel / Hachiware-san,Zanzibar cushion,6,Silver,6,0.12,Ritzy bitz,29/07/2015,Original,Small
Shadow / Haiiro-san,Giant cushion,6,Silver,6,0.12,Ritzy bitz,29/07/2015,Original,Small
Callie / Mike-san,Cardboard house,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Large
Willie / Kurotora-san,Cardboard café,1,Silver,1,0.02,Ritzy bitz,29/07/2015,Original,Large
Pumpkin / Shirochatora-san,Hot mat (small),7,Silver,7,0.14,Ritzy bitz,29/07/2015,Original,Small
Fred / Chatora-san,Cardboard café,8,Silver,8,0.16,Ritzy bitz,29/07/2015,Original,Large
Spots / Shirokuro-san,Luxurious hammock,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Small
Tabitha / Shimamike-san,Cardboard house,3,Silver,3,0.06,Ritzy bitz,29/07/2015,Original,Large
Cocoa / Chahachi-san,Cardboard house,2,Silver,2,0.04,Ritzy bitz,29/07/2015,Original,Large
Gozer / Tobi-san,Cardboard house,4,Silver,4,0.08,Ritzy bitz,29/07/2015,Original,Large
Princess / Mugiwara-san,Cardboard house,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Patches / Buchi-san,Cardboard house,9,Silver,9,0.18,Deluxe tuna bitz,29/07/2015,Original,Large
Callie / Mike-san,Luxurious hammock,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Small
Smokey / Kuroneko-san,Giant cushion,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Small
Gozer / Tobi-san,Cardboard café,5,Silver,5,0.1,Deluxe tuna bitz,29/07/2015,Original,Large
Breezy / Shirokiji-san,Cardboard house,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Lexy / Haishiro-san,Temari ball,6,Gold,300,6,Deluxe tuna bitz,29/07/2015,Original,Small
Spud / Akasabi-san,Cardboard house,1,Silver,1,0.02,Deluxe tuna bitz,29/07/2015,Original,Large
Snowball / Shironeko-san,Hot mat (small),2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Small
Shadow / Haiiro-san,Cardboard café,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Willie / Kurotora-san,Cardboard house,1,Silver,1,0.02,Deluxe tuna bitz,29/07/2015,Original,Large
Fred / Chatora-san,Cardboard café,13,Silver,13,0.26,Deluxe tuna bitz,29/07/2015,Original,Large
Pumpkin / Shirochatora-san,Hot mat (small),3,Silver,3,0.06,Deluxe tuna bitz,29/07/2015,Original,Small
Spots / Shirokuro-san,Giant cushion,5,Silver,5,0.1,Deluxe tuna bitz,29/07/2015,Original,Small
Callie / Mike-san,Luxurious hammock,2,Gold,100,2,Deluxe tuna bitz,29/07/2015,Original,Small
Smokey / Kuroneko-san,Cardboard house,4,Silver,4,0.08,Deluxe tuna bitz,29/07/2015,Original,Large
Mack / Shirotora-san,Cardboard house,3,Silver,3,0.06,Deluxe tuna bitz,29/07/2015,Original,Large
Gabriel / Hachiware-san,Zanzibar cushion,3,Silver,3,0.06,Deluxe tuna bitz,29/07/2015,Original,Small
Sunny / Tobimike-san,Cardboard house,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Lexy / Haishiro-san,Baseball,5,Gold,250,5,Deluxe tuna bitz,29/07/2015,Original,Small
Patches / Buchi-san,Giant cushion,8,Silver,8,0.16,Deluxe tuna bitz,29/07/2015,Original,Small
Spots / Shirokuro-san,Cardboard café,1,Silver,1,0.02,Deluxe tuna bitz,29/07/2015,Original,Large
Ms Fortune / Koikoi-san,Cardboard house,58,Silver,58,1.16,Deluxe tuna bitz,29/07/2015,Original,Large
Breezy / Shirokiji-san,Giant cushion,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Small
Bolt / Kijitora-san,Cardboard café,8,Silver,8,0.16,Deluxe tuna bitz,29/07/2015,Original,Large
Gozer / Tobi-san,Cardboard café,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Callie / Mike-san,Cardboard house,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Socks / Kutsushita-san,Luxurious hammock,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Small
Princess / Mugiwara-san,Cardboard house,1,Silver,1,0.02,Deluxe tuna bitz,29/07/2015,Original,Large
Xerxes IX / Prince-san,Zanzibar cushion,31,Silver,31,0.62,Deluxe tuna bitz,29/07/2015,Original,Small
Speckles / Kurobuchi-san,Cardboard café,3,Silver,3,0.06,Deluxe tuna bitz,29/07/2015,Original,Large
Marshmallow / Point-san,Temari ball,7,Silver,7,0.14,Deluxe tuna bitz,29/07/2015,Original,Small
Shadow / Haiiro-san,Cardboard café,2,Silver,2,0.04,Deluxe tuna bitz,29/07/2015,Original,Large
Pumpkin / Shirochatora-san,Baseball,4,Silver,4,0.08,Deluxe tuna bitz,29/07/2015,Original,Small
Sunny / Tobimike-san,Cardboard house,1,Silver,1,0.02,Deluxe tuna bitz,29/07/2015,Original,Large
Tabitha / Shimamike-san,Giant cushion,4,Silver,4,0.08,Deluxe tuna bitz,29/07/2015,Original,Small
Spots / Shirokuro-san,Cardboard café,4,Silver,4,0.08,Deluxe tuna bitz,29/07/2015,Original,Large
Patches / Buchi-san,Luxurious hammock,7,Silver,7,0.14,Deluxe tuna bitz,29/07/2015,Original,Small
Lexy / Haishiro-san,Cardboard café,15,Silver,15,0.3,Deluxe tuna bitz,29/07/2015,Original,Large
